claim_id,verdict,source_kind,source_ref,notes
SPEC_DIFF_AUDIT_2026_04_02,verified_true,d8_auth_structural,/mnt/f/Git/Figure-Editor/figure-editor-draft/docs/audit/fixture_authenticity_report.json,fixture authenticity 结构闭环通过 structuralPass=true
SPEC_DIFF_AUDIT_2026_04_02,verified_true,d8_auth_ratio,/mnt/f/Git/Figure-Editor/figure-editor-draft/docs/audit/fixture_authenticity_report.json,nonSyntheticRatio=0.36538461538461536 达到阈值 0.35
SPEC_DIFF_AUDIT_2026_04_02,verified_true,d8_auth_integration_test,/mnt/f/Git/Figure-Editor/figure-editor-draft/tests/integration/fixture_authenticity_audit.test.cjs,真实性审计已接入 integration test 并验证 honest labeling
SPEC_DIFF_AUDIT_2026_04_02,verified_true,d8_gate_closure,/mnt/f/Git/Figure-Editor/figure-editor-draft/docs/audit/proof-verification-loop.md,D8 已在 R11 收口并转绿
SPEC_DIFF_AUDIT_2026_04_02,verified_true,sec16_release_assets,/mnt/f/Git/Figure-Editor/figure-editor-draft/docs/operations/release-process.md,PDF Sec16 要求的 release notes/version manifest/可安装包已齐备
SPEC_DIFF_AUDIT_2026_04_02,verified_true,sec13_performance_evidence,/mnt/f/Git/Figure-Editor/figure-editor-draft/docs/audit/performance-baseline.md,性能基线脚本与报告已可复现生成
SPEC_DIFF_AUDIT_2026_04_02,verified_true,import_capability_doc_asset,/mnt/f/Git/Figure-Editor/figure-editor-draft/docs/implementation/import-capability-report.md,已形成独立 import capability 报告交付资产
SPEC_DIFF_AUDIT_2026_04_02,verified_true,release_assets_pipeline,/mnt/f/Git/Figure-Editor/figure-editor-draft/scripts/build_release_assets.cjs,发布资产自动生成脚本可输出 release notes/version manifest/installer/versioned schema
SPEC_DIFF_AUDIT_2026_04_02,verified_true,performance_baseline_pipeline,/mnt/f/Git/Figure-Editor/figure-editor-draft/scripts/performance_baseline_report.cjs,性能基线脚本可输出导入/编辑/roundtrip 三项延迟报告
SPEC_DIFF_AUDIT_2026_04_02,verified_true,proof_r13_sec13_sec16_closure,/mnt/f/Git/Figure-Editor/figure-editor-draft/docs/audit/proof-verification-loop.md,R13 已完成 Sections 13/16 收口并恢复 verified_true
SPEC_DIFF_AUDIT_2026_04_02,verified_true,real_sample_stability_pipeline,/mnt/f/Git/Figure-Editor/figure-editor-draft/scripts/real_sample_stability_report.cjs,真实样例稳定性脚本可输出 real/weak_real 子集阈值报告并用于 smoke 门禁
SPEC_DIFF_AUDIT_2026_04_02,verified_true,store_distribution_pipeline,/mnt/f/Git/Figure-Editor/figure-editor-draft/scripts/build_store_distribution.cjs,store-grade staging 自动化可输出 distribution manifest/upload queue/三通道分发包
SPEC_DIFF_AUDIT_2026_04_02,verified_true,store_distribution_smoke,/mnt/f/Git/Figure-Editor/figure-editor-draft/scripts/smoke_store_distribution.cjs,分发链路 smoke 校验通过并校验 payload hash 一致性
SPEC_DIFF_AUDIT_2026_04_02,verified_true,proof_r14_stability_distribution_closure,/mnt/f/Git/Figure-Editor/figure-editor-draft/docs/audit/proof-verification-loop.md,R14 已完成 real-sample stability 与 store distribution automation 收口
SPEC_DIFF_AUDIT_2026_04_02,verified_true,full_smoke_regression,/mnt/f/Git/Figure-Editor/figure-editor-draft/package.json,smoke:all 已覆盖 ir/import/editor/constraints/roundtrip/fixture/desktop/release/store/performance/real-sample/snapshot 全链路
SPEC_DIFF_AUDIT_2026_04_02,verified_true,long_tail_css_semantics,/mnt/f/Git/Figure-Editor/figure-editor-draft/packages/core-normalizer/src/normalizeDocument.ts,新增 var() 自定义属性与 advanced pseudo 语义（lang/is/where/not-list/nth-last-child/*-of-type）
SPEC_DIFF_AUDIT_2026_04_02,verified_true,long_tail_css_unit_tests,/mnt/f/Git/Figure-Editor/figure-editor-draft/tests/unit/parser_normalizer_depth.test.cjs,新增长尾 CSS 语义单测并通过
SPEC_DIFF_AUDIT_2026_04_02,verified_true,store_publish_ci_script,/mnt/f/Git/Figure-Editor/figure-editor-draft/scripts/publish_store_distribution.cjs,新增凭据发布 CI 脚本并支持 dry-run/credentialed 两种模式
SPEC_DIFF_AUDIT_2026_04_02,verified_true,store_publish_ci_smoke,/mnt/f/Git/Figure-Editor/figure-editor-draft/scripts/smoke_store_publish_ci.cjs,新增 store publish ci smoke 并生成审计报告
SPEC_DIFF_AUDIT_2026_04_02,verified_true,store_publish_ci_workflow,/mnt/f/Git/Figure-Editor/figure-editor-draft/.github/workflows/store_publish.yml,新增 workflow_dispatch 凭据发布工作流（secrets 驱动）
SPEC_DIFF_AUDIT_2026_04_02,verified_true,proof_r15_enhancement_closure,/mnt/f/Git/Figure-Editor/figure-editor-draft/docs/audit/proof-verification-loop.md,R15 已完成长尾 CSS 与凭据发布 CI 增强项闭环
